,premise,hypothesis,extracted_idiom,base_form,idiom_pos,identity_cql,passive_cql,adj_insertion_cql_1,adj_insertion_cql_2,adv_insertion_cql,adv_insertion_cql_adj,nominalization_cql,infinigram_index,infinigram_query,infinigram_count,infinigram_approx,infinigram_latency,infinigram_token_ids,infinigram_tokens,infinigram_error,infinigram_total_tokens,infinigram_per_billion_tokens
265,You could tell that she was looking forward to doing her number on the wart .,You could tell that she was looking forward to hurting the wart .,doing her number,do a number,"[do, a, number]","q[lemma=""do""][lemma=""a""][lemma=""number""]","q[lemma=""a""][lemma=""number""][lemma=""be""][lemma=""do""]","q[lemma=""do""][lemma=""a""][tag=""J.*""][lemma=""number""]",,"q[tag=""RB.?""][lemma=""do""][lemma=""a""][lemma=""number""]",,"q[lemma=""do"" & tag=""N.*""][lemma=""of""][lemma=""a""][lemma=""number""]",v4_olmo-mix-1124_llama,do a number,601851,False,718.8727855682373,"[437,263,1353]","[""▁do"",""▁a"",""▁number""]",,4575475702047,131.53845396463166
266,"Well , he 'd come unstuck this time .","Well , he 'd fail completely this time .",come unstuck,come unstuck,"[come, unstuck]","q[lemma=""come""][lemma=""unstuck""]",,,,"q[tag=""RB.?""][lemma=""come""][lemma=""unstuck""]",,"q[lemma=""come"" & tag=""N.*""][lemma=""of""][lemma=""unstuck""]",v4_olmo-mix-1124_llama,come unstuck,160529,False,49.28183555603027,"[2041,443,303,2707]","[""▁come"",""▁un"",""st"",""uck""]",,4575475702047,35.084657957681145
267,February to June and September are powerful months for new alliances and relationships across the board .,February to June and September are powerful months for new alliances and relationships in many fields .,across the board,across the board,"[across, the, board]","q[lemma=""across""][lemma=""the""][lemma=""board""]",,"q[lemma=""across""][lemma=""the""][tag=""J.*""][lemma=""board""]",,"q[tag=""RB.?""][lemma=""across""][lemma=""the""][lemma=""board""]",,,v4_olmo-mix-1124_llama,across the board,9034325,False,748.131275177002,"[4822,278,7613]","[""▁across"",""▁the"",""▁board""]",,4575475702047,1974.5105401735989
268,"It was a severe blow but Highlander drew its horns in to weather the storm and re - opened under a new charter as the Highlander Research and Education Center , first in Knoxville , Tennessee , and now at Newmarket , some 20 miles out of Knoxville .","It was a severe blow but Highlander drew its horns in to get through the difficult situation and re - opened under a new charter as the Highlander Research and Education Center , first in Knoxville , Tennessee , and now at Newmarket , some 20 miles out of Knoxville .",weather the storm,weather the storm,"[weather, the, storm]","q[lemma=""weather""][lemma=""the""][lemma=""storm""]","q[lemma=""the""][lemma=""storm""][lemma=""be""][lemma=""weather""]","q[lemma=""weather""][lemma=""the""][tag=""J.*""][lemma=""storm""]",,"q[tag=""RB.?""][lemma=""weather""][lemma=""the""][lemma=""storm""]",,"q[lemma=""weather"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""storm""]",v4_olmo-mix-1124_llama,weather the storm,555479,False,0.8242130279541016,"[14826,278,14280]","[""▁weather"",""▁the"",""▁storm""]",,4575475702047,121.4035514933424
269,"You simply resisted your natural temptation to worry about the man breaking cover , and took the hit - man before he took you .","You simply resisted your natural temptation to worry about the man leaving his shelter , and took the hit - man before he took you .",breaking cover,break cover,"[break, cover]","q[lemma=""break""][lemma=""cover""]",,"q[lemma=""break""][tag=""J.*""][lemma=""cover""]",,"q[tag=""RB.?""][lemma=""break""][lemma=""cover""]",,,v4_olmo-mix-1124_llama,break cover,53745,False,24.0023136138916,"[2867,4612]","[""▁break"",""▁cover""]",,4575475702047,11.74631961786078
270,‘ I told Mr Venables it was out of the question .,‘ I told Mr Venables it is not going to happen.,out of the question,out of the question,"[out, of, the, question]","q[lemma=""out""][lemma=""of""][lemma=""the""][lemma=""question""]",,"q[lemma=""out""][lemma=""of""][lemma=""the""][tag=""J.*""][lemma=""question""]",,"q[tag=""RB.?""][lemma=""out""][lemma=""of""][lemma=""the""][lemma=""question""]",,,v4_olmo-mix-1124_llama,out of the question,4868804,False,656.3348770141602,"[714,310,278,1139]","[""▁out"",""▁of"",""▁the"",""▁question""]",,4575475702047,1064.1088090188675
271,"A fellow of mediocre talent will remain a mediocrity , whether he travels or not ; but one of superior talent ( which without impiety I can not deny that I possess ) will go to seed , if he always remains in the same place .","A fellow of mediocre talent will remain a mediocrity , whether he travels or not ; but one of superior talent ( which without impiety I can not deny that I possess ) will deteriorate , if he always remains in the same place .",go to seed,go to seed,"[go, to, seed]","q[lemma=""go""][lemma=""to""][lemma=""seed""]",,"q[lemma=""go""][lemma=""to""][tag=""J.*""][lemma=""seed""]",,"q[tag=""RB.?""][lemma=""go""][lemma=""to""][lemma=""seed""]",,"q[lemma=""go"" & tag=""N.*""][lemma=""to""][lemma=""of""][lemma=""seed""]",v4_olmo-mix-1124_llama,go to seed,181543,False,722.6941585540771,"[748,304,16717]","[""▁go"",""▁to"",""▁seed""]",,4575475702047,39.67740445409432
272,TELEPHONE giant BT caught the City on the hop yesterday with a sweet £ 1bn deal in the US .,TELEPHONE giant BT caught the City unprepared yesterday with a sweet £ 1bn deal in the US .,on the hop,on the hop,"[on, the, hop]","q[lemma=""on""][lemma=""the""][lemma=""hop""]",,"q[lemma=""on""][lemma=""the""][tag=""J.*""][lemma=""hop""]",,"q[tag=""RB.?""][lemma=""on""][lemma=""the""][lemma=""hop""]",,,v4_olmo-mix-1124_llama,on the hop,110910,False,638.9806270599365,"[373,278,8171]","[""▁on"",""▁the"",""▁hop""]",,4575475702047,24.24010249915228
273,"Mr Gair , 56 , an airline pilot , said it was his grandson 's presence of mind that saved Michael , two , and sisters Katie , five , and four - year - old Angela .","Mr Gair , 56 , an airline pilot , said it was his grandson 's ability to stay calm and take sensible action that saved Michael , two , and sisters Katie , five , and four - year - old Angela .",presence of mind,presence of mind,"[presence, of, mind]","q[lemma=""presence""][lemma=""of""][lemma=""mind""]",,"q[tag=""J.*""][lemma=""presence""][lemma=""of""][lemma=""mind""]","q[lemma=""presence""][lemma=""of""][tag=""J.*""][lemma=""mind""]","q[tag=""RB.?""][lemma=""presence""][lemma=""of""][lemma=""mind""]",,,v4_olmo-mix-1124_llama,presence of mind,924944,False,645.6177234649658,"[10122,310,3458]","[""▁presence"",""▁of"",""▁mind""]",,4575475702047,202.1525323773862
274,"Though he did not know it the San Antonio had turned tail and was even now on her way back to Spain , ‘ bearing a cargo of falsehood against Magellan’ .","Though he did not know it the San Antonio had turned around and run away and was even now on her way back to Spain , ‘ bearing a cargo of falsehood against Magellan’ .",turned tail,turn tail,"[turn, tail]","q[lemma=""turn""][lemma=""tail""]","q[lemma=""tail""][lemma=""be""][lemma=""turn""]","q[lemma=""turn""][tag=""J.*""][lemma=""tail""]",,"q[tag=""RB.?""][lemma=""turn""][lemma=""tail""]",,"q[lemma=""turn"" & tag=""N.*""][lemma=""of""][lemma=""tail""]",v4_olmo-mix-1124_llama,turn tail,193464,False,692.690372467041,"[2507,12464]","[""▁turn"",""▁tail""]",,4575475702047,42.28281660712286
275,"‘ One visit to Heather on the spur of the moment could be innocent enough,’ Dysart said musingly .","‘ One visit to Heather on impulse could be innocent enough,’ Dysart said musingly .",on the spur of the moment,spur of the moment,"[spur, of, the, moment]","q[lemma=""spur""][lemma=""of""][lemma=""the""][lemma=""moment""]",,"q[tag=""J.*""][lemma=""spur""][lemma=""of""][lemma=""the""][lemma=""moment""]","q[lemma=""spur""][lemma=""of""][lemma=""the""][tag=""J.*""][lemma=""moment""]","q[tag=""RB.?""][lemma=""spur""][lemma=""of""][lemma=""the""][lemma=""moment""]",,,v4_olmo-mix-1124_llama,spur of the moment,1056015,False,735.375165939331,"[805,332,310,278,3256]","[""▁sp"",""ur"",""▁of"",""▁the"",""▁moment""]",,4575475702047,230.79895267011352
276,It was felt at the time that the upward movement was out of line with the underlying trend and the latest figures analysed by Reward suggest it has in fact been short - lived .,It was felt at the time that the upward movement was inappropriate with the underlying trend and the latest figures analysed by Reward suggest it has in fact been short - lived .,out of line,out of line,"[out, of, line]","q[lemma=""out""][lemma=""of""][lemma=""line""]",,"q[lemma=""out""][lemma=""of""][tag=""J.*""][lemma=""line""]",,"q[tag=""RB.?""][lemma=""out""][lemma=""of""][lemma=""line""]",,,v4_olmo-mix-1124_llama,out of line,3667757,False,778.8622379302979,"[714,310,1196]","[""▁out"",""▁of"",""▁line""]",,4575475702047,801.6121686230571
277,I heard you at it so I thought I 'd pop in and pass the time of day .,I heard you at it so I thought I 'd pop in and exchange greetings .,pass the time of day,pass the time of day,"[pass, the, time, of, day]","q[lemma=""pass""][lemma=""the""][lemma=""time""][lemma=""of""][lemma=""day""]","q[lemma=""the""][lemma=""time""][lemma=""of""][lemma=""day""][lemma=""be""][lemma=""pass""]","q[lemma=""pass""][lemma=""the""][tag=""J.*""][lemma=""time""][lemma=""of""][lemma=""day""]","q[lemma=""pass""][lemma=""the""][lemma=""time""][lemma=""of""][tag=""J.*""][lemma=""day""]","q[tag=""RB.?""][lemma=""pass""][lemma=""the""][lemma=""time""][lemma=""of""][lemma=""day""]",,"q[lemma=""pass"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""time""][lemma=""of""][lemma=""day""]",v4_olmo-mix-1124_llama,pass the time of day,34855,False,612.262487411499,"[1209,278,931,310,2462]","[""▁pass"",""▁the"",""▁time"",""▁of"",""▁day""]",,4575475702047,7.617787148209834
278,"Of all the men I 've met since I even realised there was a difference between the sexes , why did it have to be this one who got under my skin?’","Of all the men I 've met since I even realised there was a difference between the sexes , why did it have to be this one irritated me?’",got under my skin,get under someone's skin,"[get, under, someone, 's, skin]","q[lemma=""get""][lemma=""under""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""skin""]",,"q[lemma=""get""][lemma=""under""][tag=""PP.?|N.*|DT|RP""]{1,2}[tag=""J.*""][lemma=""skin""]",,"q[tag=""RB.?""][lemma=""get""][lemma=""under""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""skin""]",,"q[lemma=""get"" & tag=""N.*""][lemma=""under""][lemma=""of""][tag=""PP.?|N.*|DT|RP""]{1,2}[lemma=""skin""]",v4_olmo-mix-1124_llama,get under someone's skin,4051,False,522.3264694213867,"[679,1090,4856,29915,29879,19309]","[""▁get"",""▁under"",""▁someone"",""'"",""s"",""▁skin""]",,4575475702047,0.8853724210987816
279,"Well , I think I do too but that 's neither here nor there.’","Well , I think I do too but that 's of no importance.’",neither here nor there,neither here nor there,"[neither, here, nor, there]","q[lemma=""neither""][lemma=""here""][lemma=""nor""][lemma=""there""]",,,,"q[tag=""RB.?""][lemma=""neither""][lemma=""here""][lemma=""nor""][lemma=""there""]",,,v4_olmo-mix-1124_llama,neither here nor there,1056963,False,694.3831443786621,"[9561,1244,3643,727]","[""▁neither"",""▁here"",""▁nor"",""▁there""]",,4575475702047,231.0061442413803
280,"The rest,’ he shrugged , ‘ were as silent as the grave .","The rest,’ he shrugged , ‘ were extremely quiet .",as silent as the grave,as silent as the grave,"[as, silent, as, the, grave]","q[lemma=""as""][lemma=""silent""][lemma=""as""][lemma=""the""][lemma=""grave""]",,"q[lemma=""as""][lemma=""silent""][lemma=""as""][lemma=""the""][tag=""J.*""][lemma=""grave""]",,"q[tag=""RB.?""][lemma=""as""][lemma=""silent""][lemma=""as""][lemma=""the""][lemma=""grave""]","q[lemma=""as""][tag=""RB.?""][lemma=""silent""][lemma=""as""][lemma=""the""][lemma=""grave""]",,v4_olmo-mix-1124_llama,as silent as the grave,12994,False,798.1357574462891,"[408,17436,408,278,15258]","[""▁as"",""▁silent"",""▁as"",""▁the"",""▁grave""]",,4575475702047,2.839923288017173
281,"It was as if he was proposing a bargain to God : I'll come to church , if You ‘ ll turn a blind eye later .","It was as if he was proposing a bargain to God : I'll come to church , if You ‘ ll overlook later .",turn a blind eye,turn a blind eye,"[turn, a, blind, eye]","q[lemma=""turn""][lemma=""a""][lemma=""blind""][lemma=""eye""]","q[lemma=""a""][lemma=""blind""][lemma=""eye""][lemma=""be""][lemma=""turn""]","q[lemma=""turn""][lemma=""a""][lemma=""blind""][tag=""J.*""][lemma=""eye""]",,"q[tag=""RB.?""][lemma=""turn""][lemma=""a""][lemma=""blind""][lemma=""eye""]","q[lemma=""turn""][lemma=""a""][tag=""RB.?""][lemma=""blind""][lemma=""eye""]","q[lemma=""turn"" & tag=""N.*""][lemma=""of""][lemma=""a""][lemma=""blind""][lemma=""eye""]",v4_olmo-mix-1124_llama,turn a blind eye,1996425,False,669.410228729248,"[2507,263,16842,10977]","[""▁turn"",""▁a"",""▁blind"",""▁eye""]",,4575475702047,436.3316800276809
282,"This sort of an evening would carry a social element , the absence from which would speak volumes locally .","This sort of an evening would carry a social element , the absence from which would convey a great deal locally .",speak volumes,speak volumes,"[speak, volume]","q[lemma=""speak""][lemma=""volume""]","q[lemma=""volume""][lemma=""be""][lemma=""speak""]","q[lemma=""speak""][tag=""J.*""][lemma=""volume""]",,"q[tag=""RB.?""][lemma=""speak""][lemma=""volume""]",,"q[lemma=""speak"" & tag=""N.*""][lemma=""of""][lemma=""volume""]",v4_olmo-mix-1124_llama,speak volumes,693820,False,758.9378356933594,"[7726,18167]","[""▁speak"",""▁volumes""]",,4575475702047,151.63887761213445
283,Preston threw in the towel before it went the whole distance .,Preston quit in defeat before it went the whole distance .,threw in the towel,throw in the towel,"[throw, in, the, towel]","q[lemma=""throw""][lemma=""in""][lemma=""the""][lemma=""towel""]","q[lemma=""the""][lemma=""towel""][lemma=""be""][lemma=""throw""][lemma=""in""]","q[lemma=""throw""][lemma=""in""][lemma=""the""][tag=""J.*""][lemma=""towel""]",,"q[tag=""RB.?""][lemma=""throw""][lemma=""in""][lemma=""the""][lemma=""towel""]",,"q[lemma=""throw"" & tag=""N.*""][lemma=""in""][lemma=""of""][lemma=""the""][lemma=""towel""]",v4_olmo-mix-1124_llama,throw in the towel,997300,False,582.8490257263184,"[3183,297,278,304,20466]","[""▁throw"",""▁in"",""▁the"",""▁to"",""wel""]",,4575475702047,217.96640719867068
284,"The lads arrive at the local nick to find their Houdini pa has done a bunk and they wander about the country trying to locate him , pitching up in a one horse Long Island seaside town .","The lads arrive at the local nick to find their Houdini pa has left the place suddenly and they wander about the country trying to locate him , pitching up in a one horse Long Island seaside town .",done a bunk,do a bunk,"[do, a, bunk]","q[lemma=""do""][lemma=""a""][lemma=""bunk""]","q[lemma=""a""][lemma=""bunk""][lemma=""be""][lemma=""do""]","q[lemma=""do""][lemma=""a""][tag=""J.*""][lemma=""bunk""]",,"q[tag=""RB.?""][lemma=""do""][lemma=""a""][lemma=""bunk""]",,"q[lemma=""do"" & tag=""N.*""][lemma=""of""][lemma=""a""][lemma=""bunk""]",v4_olmo-mix-1124_llama,do a bunk,5897,False,580.0485610961914,"[437,263,289,2960]","[""▁do"",""▁a"",""▁b"",""unk""]",,4575475702047,1.2888277381435487
